8080,auxiliary,client/hwbridge/connect,
2404,auxiliary,client/iec104/iec104,
25,auxiliary,client/smtp/emailer,
80,auxiliary,crawler/msfcrawler,
80,auxiliary,gather/advantech_webaccess_creds,
443,auxiliary,gather/alienvault_iso27001_sqli,USERNAME|PASSWORD
443,auxiliary,gather/alienvault_newpolicyform_sqli,USERNAME|PASSWORD
8080,auxiliary,gather/apache_rave_creds,
5038,auxiliary,gather/asterisk_creds,
80,auxiliary,gather/avtech744_dvr_accounts,
80,auxiliary,gather/c2s_dvr_password_disclosure,
80,auxiliary,gather/cerberus_helpdesk_hash_disclosure,
264,auxiliary,gather/checkpoint_hostname,
443,auxiliary,gather/cisco_rv320_config,
1604,auxiliary,gather/citrix_published_applications,
1604,auxiliary,gather/citrix_published_bruteforce,
80,auxiliary,gather/coldfusion_pwd_props,
69,auxiliary,gather/d20pass,
1604,auxiliary,gather/darkcomet_filedownloader,
80,auxiliary,gather/dolibarr_creds_sqli,
80,auxiliary,gather/doliwamp_traversal_creds,
80,auxiliary,gather/drupal_openid_xxe,
4679,auxiliary,gather/eaton_nsm_creds,
443,auxiliary,gather/emc_cta_xxe,
8400,auxiliary,gather/eventlog_cred_disclosure,
80,auxiliary,gather/external_ip,
443,auxiliary,gather/f5_bigip_cookie_disclosure,
5227,auxiliary,gather/hp_enum_perfd,
443,auxiliary,gather/hp_snac_domain_creds,
80,auxiliary,gather/huawei_wifi_info,
80,auxiliary,gather/ibm_bigfix_sites_packages_enum,
443,auxiliary,gather/ibm_sametime_enumerate_users,
443,auxiliary,gather/ibm_sametime_room_brute,DICT|OWNER
443,auxiliary,gather/ibm_sametime_version,
443,auxiliary,gather/impersonate_ssl,
80,auxiliary,gather/ipcamera_password_disclosure,
1099,auxiliary,gather/java_rmi_registry,
80,auxiliary,gather/jenkins_cred_recovery,
80,auxiliary,gather/joomla_com_realestatemanager_sqli,
80,auxiliary,gather/joomla_contenthistory_sqli,
80,auxiliary,gather/joomla_weblinks_sqli,
88,auxiliary,gather/kerberos_enumusers,DOMAIN|USER_FILE
50001,auxiliary,gather/konica_minolta_pwd_extract,
1433,auxiliary,gather/lansweeper_collector,
80,auxiliary,gather/mantisbt_admin_sqli,
8443,auxiliary,gather/mcafee_epo_xxe,
11211,auxiliary,gather/memcached_extractor,
80,auxiliary,gather/mongodb_js_inject_collection_enum,
